0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
TRATAMENTO CIRÚRGICO DE ARTRITE OU OSTEOARTRITE,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE DEFORMIDADES DOS DEDOS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE EPIFISITES E TENDINITES,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE GIGANTISMO EM PÉ,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DE LESÃO AGUDA DE LIGAMENTO COLATERAL DE JOELHO, ASSOCIADA A
LIGAMENTO CRUZADO E MENISCO",,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LESÕES AGUDAS E/OU LUXAÇÕES DE MENISCOS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LESÕES INTRÍNSECAS OU COMPLEXAS DE JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE LINFEDEMA AO NÍVEL DO PÉ,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DE POLIDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA",,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO HALLUX VALGUS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO MAL PERFURANTE PLANTAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO PÉ PLANO/PÉ CAVO/COALISÃO TARSAL,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO PÉ TORTO CONGÊNITO COM OU SEM FIXADOR EXTERNO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DA RETRAÇÃO CICATRICIAL DOS DEDOS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE MÚSCULO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO CIRÚRGICO DE FERIDAS OU EXTREMIDADES,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESINSERÇÃO OU MIOTOMIA,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DISSECÇÃO MUSCULAR,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
