0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
ANGIOGRAFIA OCULAR COM INDOCIANINA VERDE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
AVALIAÇÃO DE VIAS LACRIMAIS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
AVALIAÇÃO ÓRBITO-PALPEBRAL-EXOFTALMOMETRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BIOIMPEDANCIOMETRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BIOMETRIA ULTRASSÔNICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BIÓPSIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BIÓPSIA DO VILO CORIAL,,,,Seg. Ambulatorial,HCO,,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CALORIMETRIA INDIRETA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CAMPIMETRIA MANUAL OU COMPUTADORIZADA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CAPILAROSCOPIA PERIUNGUEAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CAVERNOSOMETRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CERATOSCOPIA COMPUTADORIZADA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLETA DE MATERIAL CÉRVICO-VAGINAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLETA DE RASPADO DÉRMICO EM LESÕES E SÍTIOS ESPECÍFICOS PARA BACILOSCOPIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"COLPOSCOPIA, VULVOSCOPIA, PENISCOPIA, ANUSCOPIA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CORDOCENTESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CURVA TENSIONAL OCULAR DIÁRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DERMATOSCOPIA / FOTODERMATOSCOPIA (EXCETO PARA MAPEAMENTO CORPORAL),,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOPPLERMETRIA DOS CORDÕES ESPERMÁTICOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
