0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
BETATERAPIA OFTÁLMICA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BETATERAPIA,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BETATERAPIA PARA PROFILAXIA DE PTERÍGIO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,BETATERAPIA,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANESTESIA (INSERÇÃO DA PLACA PARA BRAQUITERAPIA OFTÁLMICA),,,,,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANESTESIA (INSERÇÃO DE CATETERES),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANESTESIA PARA RADIOTERAPIA EXTERNA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLIMAÇÃO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FILMES DE VERIFICAÇÃO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
IMOBILIZADOR DE CABEÇA E PESCOÇO E MEMBROS,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"IMOBILIZADOR DE TÓRAX, ABDOME E PÉLVIS",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
IMPLANTAÇÃO DE HALO PARA RADIOCIRURGIA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
INSERÇÃO DA PLACA PARA BRAQUITERAPIA OFTÁLMICA,,,,,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
INSERÇÃO DOS CATETERES,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PLANEJAMENTO COMPLEXO (COM COMPUTADOR),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PLANEJAMENTO SIMPLES (SEM COMPUTADOR),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PLANEJAMENTO TRIDIMENSIONAL,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SIMULAÇÃO COMPLEXA (COM TOMOGRAFIA COMPUTADORIZADA),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SIMULAÇÃO INTERMEDIÁRIA (SEM TOMOGRAFIA COMPUTADORIZADA E COM CONTRASTE),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SIMULAÇÃO SIMPLES (SEM TOMOGRAFIA COMPUTADORIZADA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS SECUNDÁRIOS,RADIOTERAPIA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOFLUORESCEINOGRAFIA OCULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,EXAMES ESPECÍFICOS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
