0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PLANIGRAFIA LINEAR DE CRÂNIO OU SELA TÚRCICA OU FACE OU MASTÓIDE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PNEUMOMIELOGRAFIA SEGMENTAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PORTOGRAFIA TRANS-HEPÁTICA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PUNÇÃO ASPIRATIVA ORIENTADA POR RX (ACRESCENTAR O EXAME DE BASE),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ABDOME AGUDO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ABDOME SIMPLES,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ADENÓIDES OU CAVUM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ANTEBRAÇO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ARCOS ZIGOMÁTICOS OU MALAR OU APÓFISES ESTILÓIDES,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ARTICULAÇÃO ACROMIOCLAVICULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ARTICULAÇÃO COXOFEMORAL (QUADRIL),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ARTICULAÇÃO ESCAPULOUMERAL (OMBRO),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ARTICULAÇÃO ESTERNOCLAVICULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ARTICULAÇÃO TEMPOROMANDIBULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ARTICULAÇÃO TIBIOTÁRSICA (TORNOZELO),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE ARTICULAÇÕES SACROILÍACAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE BACIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE BRAÇO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RADIOGRAFIA DE CALCÂNEO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
