0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"DOENÇA DE MENIERE - TRATAMENTO CIRÚRGICO - DESCOMPRESSÃO DO SACO ENDOLINFÁTICO OU ""SHUNT""",,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO INTRATEMPORAL DO NERVO FACIAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPLORAÇÃO E DESCOMPRESSÃO DO NERVO FACIAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPLANTE COCLEAR (COM DIRETRIZ DE UTILIZAÇÃO),,,,,HCO,HSO,REF,PAC,33,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LABIRINTECTOMIA (MEMBRANOSA OU ÓSSEA) - SEM AUDIÇÃO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR PARA FOSSA MÉDIA OU POSTERIOR,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR TRANSLABIRÍNTICA - SEM AUDIÇÃO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO OSSO TEMPORAL,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR DO NERVO ACÚSTICO - RESSECÇÃO,,,,,HCO,HSO,REF,,,ORELHA INTERNA,ORELHA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO OU HEMATOMA DE SEPTO NASAL - DRENAGEM COM OU SEM ANESTESIA GERAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO DE COLUMELA EM PACIENTES COM LESÕES LABIO-PALATAIS,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE NARIZ,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO DE EPISTAXE COM OU SEM MICROSCOPIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORNETO INFERIOR - CAUTERIZAÇÃO LINEAR E/OU INFILTRAÇÃO MEDICAMENTOSA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EPISTAXE - CAUTERIZAÇÃO DA ARTÉRIA ESFENOPALATINA COM OU SEM MICROSCOPIA POR
VIDEOENDOSCOPIA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - LIGADURA DAS ARTÉRIAS ETMOIDAIS,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL",,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - TAMPONAMENTO ANTERIOR,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL) PIRÂMIDE NASAL,,,,,HCO,HSO,REF,,,NARIZ,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
