0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"17-CETOSTERÓIDES, FRACIONAMENTO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
17-HIDROXICORTICOSTERÓIDES (17-OHS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
17-HIDROXIPREGNENOLONA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
3 ALFA-ANDROSTANEDIOL GLICURONÍDEO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ÁCIDO 5-HIDROXINDOLACÉTICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ÁCIDO HOMOVANÍLICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ÁCIDO VANILMANDÉLICO (VMA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ALDOSTERONA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
AMP CÍCLICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANDROSTENEDIONA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CALCITONINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COMPOSTO S (11 - DESOXICORTISOL),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CORTISOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CORTISOL LIVRE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CURVA GLICÊMICA (6 DOSAGENS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CURVA INSULÍNICA (6 DOSAGENS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DEHIDROEPIANDROSTERONA (DHEA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DEHIDROTESTOSTERONA (DHT),,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE LH OU FSH COM OU SEM TESTE DE ESTÍMULO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ENDOCRINOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
