0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
TENOSSINOVECTOMIA,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRÚRGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOSSINOVITES INFECCIOSAS - DRENAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TENOTOMIA,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPOSIÇÃO DE TENDÃO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO COM SUBSTITUIÇÃO),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO E ARTRODESE),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO E ENXERTO),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO SEGMENTAR),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR ÓSSEO (RESSECÇÃO SIMPLES),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMORES DE TENDÃO OU SINOVIAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL, TRAQUEOBRÔNQUICA OU BRÔNQUICA, INCLUSIVE POR
VIA ENDOSCÓPICA",,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DE FÍSTULA TRÁQUEO-CUTÂNEA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLASTIA DE TRAQUEOSTOMA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO TRAQUEAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO CARINAL (TRAQUEOBRÔNQUICA),,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR TRAQUEAL,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAQUEOPLASTIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
