0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PROVA IMUNOALÉRGICAS PARA FUNGOS (POR ANTÍGENOS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"SACAROSE, TESTE DE TOLERÂNCIA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SÓDIO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SUCCINIL ACETONA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,63,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SULFATOS ORGÂNICOS OU INORGÂNICOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE TOLERÂNCIA A INSULINA OU HIPOGLICEMIANTES ORAIS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE ORAL DE TOLERÂNCIA À GLICOSE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TIROSINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRANSAMINASE OXALACÉTICA (ASPARTATO AMINOTRANSFERASE),,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRANSAMINASE PIRÚVICA (ALANINA AMINOTRANSFERASE),,,,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
