0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"CHIKUNGUNYA, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CHLAMYDIA PNEUMONIAE, IGG / IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CHLAMYDIA PSITTACI, IGG / IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CHLAMYDIA TRACHOMATIS, IGG / IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CISTICERCOSE, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CITOMEGALOVÍRUS IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CLOSTRIDIUM DIFFICILE, TOXINAS A E B",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COMPLEMENTO C2,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COMPLEMENTO C3,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COMPLEMENTO C4,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COMPLEMENTO CH-100,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COMPLEMENTO CH-50,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"COXSACKIE B, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CRIOAGLUTININAS, DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CRIOGLOBULINAS, CARACTERIZAÇÃO - IMUNOELETROFORESE",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CRIOGLOBULINAS, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CULTURA OU ESTIMULAÇÃO DOS LINFÓCITOS ""IN VITRO"" POR CONCANAVALINA, PHA OU POKEWEED",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"DENGUE, IGG E/OU IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"DENGUE, ANTICORPOS IGG, SORO (TESTE RÁPIDO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
