0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
URETROSTOMIA,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
URETROTOMIA INTERNA COM OU SEM PRÓTESE ENDOURETRAL,,,,,HCO,HSO,REF,,,URETRA,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO DE PRÓSTATA - DRENAGEM,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADENOMA - RESSECÇÃO,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA PROSTÁTICA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FOTOVAPORIZAÇÃO DE PRÓSTATA A LASER POR VIA ENDOSCÓPICA,582/2023,01/08/2023,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRAGIA DA LOJA PROSTÁTICA - EVACUAÇÃO E IRRIGAÇÃO,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRAGIA DA LOJA PROSTÁTICA - REVISÃO E/OU HEMOSTASIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPERTROFIA PROSTÁTICA - IMPLANTE DE PRÓTESE,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HIPERTROFIA PROSTÁTICA - TRATAMENTO POR DILATAÇÃO,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATAVESICULECTOMIA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATAVESICULECTOMIA RADICAL LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROSTATECTOMIA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO ENDOSCÓPICA DA PRÓSTATA,,,,,HCO,HSO,REF,,,PRÓSTATA E VESÍCULAS SEMINAIS,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ESCROTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ELEFANTÍASE PENO-ESCROTAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO ESCROTAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO,,,,,HCO,HSO,REF,,,ESCROTO,"SISTEMA GENITAL E REPRODUTOR
MASCULINO",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
