0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
RESSECÇÃO DE TUMOR DE GLÂNDULA SALIVAR COM OU SEM ESVAZIAMENTO CERVICAL,,,,,HCO,HSO,REF,,,GLÂNDULAS SALIVARES,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADENO-AMIGDALECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADENOIDECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADENOIDECTOMIA POR VIDEOENDOSCOPIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMIGDALECTOMIA DAS PALATINAS,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMIGDALECTOMIA LINGUAL,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"BIÓPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE",,,,Seg. Ambulatorial,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CRIPTÓLISE AMIGDALIANA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FARINGOLARINGECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FARINGOLARINGOESOFAGECTOMIA COM OU SEM ESVAZIAMENTO,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE NASOANGIOFIBROMA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE BOCA OU FARINGE,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE FARINGE (VIA BUCAL OU NASAL),,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE FARINGE COM ACESSO POR FARINGOTOMIA OU POR RETALHO JUGAL,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE FARINGE COM OU SEM MANDIBULECTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE FARINGE POR MANDIBULOTOMIA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE NASOFARINGE VIA ENDOSCÓPICA,,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE RINOFARINGE (VIA TRANSPALATINA OU TRANSMAXILAR),,,,,HCO,HSO,REF,,,FARINGE,CABEÇA E PESCOÇO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
