0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER
COLORRETAL GUIADA POR ULTRASSONOGRAFIA E/OU TOMOGRAFIA COMPUTADORIZADA (COM DIRETRIZ DE
UTILIZAÇÃO)","604/2023
610/2024","07/05/2024
01/08/2024",,,HCO,HSO,REF,,164,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER
COLORRETAL POR LAPAROTOMIA (COM DIRETRIZ DE UTILIZAÇÃO)","604/2023
610/2024","07/05/2024
01/08/2024",,,HCO,HSO,REF,,164,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ABLAÇÃO PERCUTÂNEA POR RADIOFREQUÊNCIA OU MICROONDAS DE METÁSTASES HEPÁTICAS DE CÂNCER
COLORRETAL POR VIDEOLAPAROSCOPIA (COM DIRETRIZ DE UTILIZAÇÃO)","604/2023
610/2024","07/05/2024
01/08/2024",,,HCO,HSO,REF,,164,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE CISTO HEPÁTICO COM OU SEM HEPATECTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE CISTO HEPÁTICO COM OU SEM HEPATECTOMIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE VESÍCULA OU DA VIA BILIAR COM OU SEM HEPATECTOMIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEGMENTECTOMIA HEPÁTICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEQUESTRECTOMIA HEPÁTICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE ESTENOSE CICATRICIAL DAS VIAS BILIARES,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRISSEGMENTECTOMIAS,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE PÂNCREAS,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE PÂNCREAS POR PUNÇÃO DIRIGIDA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENUCLEAÇÃO DE TUMORES PANCREÁTICOS,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENUCLEAÇÃO DE TUMORES PANCREÁTICOS POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATECTOMIA PARCIAL OU TOTAL / SEQUESTRECTOMIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATECTOMIA CORPO CAUDAL COM PRESERVAÇÃO DO BAÇO,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATO-DUODENECTOMIA COM LINFADENECTOMIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATO-ENTEROSTOMIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PANCREATORRAFIA,,,,,HCO,HSO,REF,,,PÂNCREAS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
