0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
RESSECÇÃO DO LINFONODO SENTINELA,,,,,HCO,HSO,REF,,,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DOS DUCTOS PRINCIPAIS DA MAMA,,,,,HCO,HSO,REF,,,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DA VÁLVULA APÓS COLOCAÇÃO DE EXPANSOR PERMANENTE,,,,,HCO,HSO,REF,,,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUBSTITUIÇÃO DE PRÓTESE EM CASO DE LESÕES TRAUMÁTICAS E TUMORES,,,,,HCO,HSO,REF,,,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"AUTOTRANSPLANTE CUTÂNEO, ÓSSEO E/OU MUSCULAR LIGADO POR PEDÍCULO VASCULAR",,,,,HCO,HSO,REF,,,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUTOTRANSPLANTE DE EPIPLON,,,,,HCO,HSO,REF,,,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"MICROCIRURGIA NAS GRANDES RECONSTRUÇÕES DE CABEÇA E PESCOÇO, NAS EXTENSAS PERDAS DE
SUBSTÂNCIA E NA ABLAÇÃO DE TUMORES AO NÍVEL DOS MEMBROS (COM MICROANASTOMOSES
VASCULARES)",,,,,HCO,HSO,REF,,,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE ÓSSEO VASCULARIZADO (MICROANASTOMOSE),,,,,HCO,HSO,REF,,,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTES CUTÂNEOS AUTÓLOGOS COM OU SEM MICROANASTOMOSES VASCULARES),,,,,HCO,HSO,REF,,,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTES MUSCULARES AUTÓLOGOS (COM MICROANASTOMOSES VASCULARES),,,,,HCO,HSO,REF,,,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTES MÚSCULO-CUTÂNEOS AUTÓLOGOS (COM OU SEM MICROANASTOMOSES VASCULARES),,,,,HCO,HSO,REF,,,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRANSPLANTES ÓSSEOS AUTÓLOGOS VASCULARIZADOS E TRANSPLANTES OSTEOMUSCULOCUTÂNEOS
VASCULARIZADOS (COM MICROANASTOMOSES VASCULARES)",,,,,HCO,HSO,REF,,,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"REIMPLANTE DE SEGMENTOS DISTAIS DO MEMBRO SUPERIOR OU INFERIOR, COM RESSECÇÃO SEGMENTAR",,,,,HCO,HSO,REF,,,"TRANSPLANTES, REIMPLANTES E
REVASCULARIZAÇÕES DOS MEMBROS","SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
