0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
INSTALAÇÃO DO CIRCUÍTO DE CIRCULAÇÃO EXTRACORPÓREA CONVENCIONAL,,,,,HCO,HSO,REF,,,OUTROS PROCEDIMENTOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INSTALAÇÃO DO CIRCUÍTO DE CIRCULAÇÃO EXTRACORPÓREA EM CRIANÇAS DE BAIXO PESO (10 KG),,,,,HCO,HSO,REF,,,OUTROS PROCEDIMENTOS,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANEURISMAS DE AORTA - CORREÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANGIOPLASTIA TRANSLUMINAL TRANSOPERATÓRIA,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTÉRIA HIPOGÁSTRICA,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTÉRIA MESENTÉRICA INFERIOR,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTÉRIA MESENTÉRICA SUPERIOR,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTÉRIA RENAL - REVASCULARIZAÇÃO,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTERIOPLASTIA DA FEMORAL PROFUNDA (PROFUNDOPLASTIA),,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CATETERISMO DA ARTÉRIA RADIAL - PARA PAM,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO CIRÚRGICA DE ANEURISMAS QUALQUER LOCALIZAÇÃO,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DAS DISSECÇÕES DA AORTA,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENDARTERECTOMIAS,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIGADURA DE CARÓTIDA OU RAMOS,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PONTE AORTO BIILÍACA,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PONTE AORTO-ILÍACA,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PONTE ARTERO-ARTERIAL,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PONTE AXILO-BIFEMORAL,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PONTE AXILO-FEMORAL,,,,,HCO,HSO,REF,,,CIRURGIA ARTERIAL,SISTEMA CÁRDIO-CIRCULATÓRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
