0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PLAQUETAS - PROVA CRUZADA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PROVA DE COMPATIBILIDADE ENTRE AS HEMÁCIAS DO DOADOR E O SORO DO RECEPTOR (PROVA DE
COMPATIBILIDADE MAIOR)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROVAS PRÉ-TRANSFUSIONAIS: RETIPIFICAÇÃO ABO E RH DA BOLSA DE SANGUE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4
MESES DE IDADE);",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CITOMEGALOVÍRUS APÓS TRANSPLANTE DE RIM, MEDULA ÓSSEA OU FÍGADO POR REAÇÃO DE CADEIA DE
POLIMERASE (PCR) - PESQUISA QUANTITATIVA",546/2022,03/10/2022,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"VÍRUS EPSTEIN BARR APÓS TRANSPLANTE DE RIM OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE
(PCR) - PESQUISA QUANTITATIVA",546/2022,03/10/2022,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
EXSANGUÍNEO TRANSFUSÃO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRANSFUSÃO FETAL INTRA-UTERINA,,,,,HCO,,REF,,,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CARIÓTIPO COM BANDAS, BIÓPSIA DE PELE OU OUTROS TECIDOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CARIÓTIPO COM BANDAS, MATERIAL DE ABORTO OU NATIMORTO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CARIÓTIPO COM BANDAS, PARA DOENÇAS HEMATOLÓGICAS, SANGUE PERIFÉRICO, TECIDOS LINFÓIDES E
MEDULA ÓSSEA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CARIÓTIPO COM BANDAS, SANGUE FETAL",,,,Seg. Ambulatorial,HCO,,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CARIÓTIPO COM BANDAS, SANGUE PERIFÉRICO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CARIÓTIPO COM BANDAS, VILOSIDADES CORIÔNICAS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CARIÓTIPO COM PESQUISA DE TROCA DE CROMÁTIDES IRMÃS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CARIÓTIPO COM TÉCNICAS DE ALTA RESOLUÇÃO (ESTUDO EM PROMETÁFASE),,,,Seg. Ambulatorial,HCO,HSO,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CARIÓTIPO PARA SÍNDROMES DE QUEBRAS CROMOSSÔMICAS, SANGUE PERIFÉRICO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,CITOGENÉTICA,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
