0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"LIBERAÇÃO LAPAROSCÓPICA DE ADERÊNCIAS PÉLVICAS, COM OU SEM RESSECÇÃO DE CISTOS
PERITONEAIS OU SALPINGOLISE",,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIGADURA DE VEIA OVARIANA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIGAMENTOPEXIA PÉLVICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LIGAMENTOPEXIA PÉLVICA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA PRÉ-SACRAL OU DO NERVO GÊNITO-FEMORAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DE PAREDE ABDOMINAL PÉLVICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO OU LIGADURA DE VARIZES PÉLVICAS,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO OU LIGADURA LAPAROSCÓPICA DE VARIZES PÉLVICAS,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SECÇÃO DE LIGAMENTOS ÚTERO-SACROS,,,,,HCO,,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SECÇÃO LAPAROSCÓPICA DE LIGAMENTOS ÚTERO-SACROS,,,,,HCO,,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE CÂNCER DE OVÁRIO (DEBULKING),,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE CÂNCER DE OVÁRIO (DEBULKING) VIA LAPAROSCÓPICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÉLVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMNIORREDUÇÃO OU AMNIOINFUSÃO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ASPIRAÇÃO MANUAL INTRA-UTERINA (AMIU) PÓS-ABORTAMENTO,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ASSISTÊNCIA AO TRABALHO DE PARTO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CERCLAGEM DO COLO UTERINO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURETAGEM PÓS-ABORTAMENTO,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EMBRIOTOMIA,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
GRAVIDEZ ECTÓPICA - CIRURGIA,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÉTRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
