0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
COLOCAÇÃO DE STENT BILIAR,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLOCAÇÃO DE STENT EM TRAQUÉIA OU BRÔNQUIO,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"COLOCAÇÃO DE STENT ESOFAGIANO, INTESTINAL OU RETAL",,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLOCAÇÃO DE STENT RENAL,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLOCAÇÃO DE STENT VASCULAR (ARTERIAL OU VENOSO),,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLOCAÇÃO PERCUTÂNEA DE CATETER PIELOVESICAL,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLOCAÇÃO PERCUTÂNEA DE STENT VASCULAR,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLUNA VERTEBRAL: INFILTRAÇÃO FORAMINAL OU FACETÁRIA OU ARTICULAR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DILATAÇÃO PERCUTÂNEA DE ESTENOSE BILIAR CICATRICIAL,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DILATAÇÃO PERCUTÂNEA DE ESTENOSE DE CONDUTO URINÁRIO,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DILATAÇÃO PERCUTÂNEA DE ESTENOSE DE DUCTO PANCREÁTICO,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DISCOGRAFIA,,,,,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DRENAGEM PERCUTÂNEA DE CISTO OU ABCESSO RENAL,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DRENAGEM PERCUTÂNEA DE CISTO OU ABCESSO HEPÁTICO OU PANCREÁTICO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"DRENAGEM PERCUTÂNEA DE COLEÇÃO ABDOMINAL, RETROPERITONEAL, PÉLVICA ORIENTADA OU NÃO POR
US OU TC",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DRENAGEM PERCUTÂNEA DE COLEÇÃO PLEURAL,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DRENAGEM PERCUTÂNEA DE COLEÇÃO PULMONAR OU MEDIASTINAL ORIENTADA OU NÃO POR US OU TC,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DRENAGEM PERCUTÂNEA DE PNEUMOTÓRAX,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DRENAGEM PERCUTÂNEA DE VIA BILIAR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"MÉTODOS INTERVENCIONISTAS
DIAGNÓSTICOS E TERAPÊUTICOS POR
IMAGEM",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
