0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (PLUMMER),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TRATAMENTO DE TUMORES NEUROENDÓCRINOS,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,OUTROS - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
AMPLIAÇÃO OU MAGNIFICAÇÃO DE LESÃO MAMÁRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ANGIOGRAFIA POR CATETERISMO NÃO SELETIVO, SELETIVO OU SUPERSELETIVO",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOGRAFIA POR PUNÇÃO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOGRAFIA TRANSOPERATÓRIA DE POSICIONAMENTO,,,,,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
AORTOGRAFIA ABDOMINAL POR PUNÇÃO TRANSLOMBAR,,,,,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ARTROGRAFIA OU PNEUMOARTROGRAFIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"AVALIAÇÃO HEMODINÂMICA POR CATETERISMO (AFERIMENTO DE PRESSÃO OU FLUXO ARTERIAL OU
VENOSO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CAVERNOSOGRAFIA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CLISTER OU ENEMA OPACO (DUPLO CONTRASTE),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLANGIOGRAFIA INTRA-OPERATÓRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLANGIOGRAFIA PÓS-OPERATÓRIA (PELO DRENO),,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLANGIOGRAFIA TRANSCUTÂNEA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLANGIOPANCREATOGRAFIA RETRÓGRADA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DACRIOCISTOGRAFIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DEFECOGRAMA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DEGLUTOGRAMA OU VIDEODEGLUTOGRAMA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
