0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"MICROSPORÍDIA, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PARACOCCIDIOIDES, PESQUISA DE",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PLASMÓDIO, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"PNEUMOCYSTI CARINII, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ROTAVÍRUS, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"SARCOPTES SCABIEI, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"SENSIBILIDADE AOS ANTIBIÓTICOS E QUIMIOTERÁPICOS POR MÉTODO DA CONCENTRAÇÃO INIBITÓRIA
MÍNIMA (MIC)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE RÁPIDO PARA DETECÇÃO DE HIV EM GESTANTE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TREPONEMA PALLIDUM, MICROSCOPIA DE CAMPO ESCURO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TRYPANOSOMA CRUZII, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"VIBRIO CHOLERAE, CULTURA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ÁCIDO HOMOGENTÍSICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ALCAPTONÚRIA - PESQUISA E/OU DOSAGEM NA URINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CÁLCULOS URINÁRIOS, ANÁLISE QUÍMICA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CATECOLAMINAS URINÁRIAS, FRACIONAMENTO (DOPAMINA, EPINEFRINA, NOREPINEFRINA)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CISTINA, PESQUISA E/OU DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CISTINÚRIA, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"COPROPORFIRINAS URINÁRIAS, ISÔMEROS I E III",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CORPOS CETÔNICOS, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
