0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"ARTROSCOPIA CIRÚRGICA PARA MENISCECTOMIA, SUTURA MENISCAL, REMODELAÇÃO DE MENISCO
DISCÓIDE, REPARAÇÃO, REFORÇO OU RECONSTRUÇÃO DOS LIGAMENTOS CRUZADOS OU REALINHAMENTO
PATELO-FEMORAL",,,,,HCO,HSO,REF,,,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROSCOPIA P/ DIAGNÓSTICO COM OU SEM BIÓPSIA SINOVIAL,,,,,HCO,HSO,REF,,,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA PARA DESCOMPRESSÃO SUBACROMIAL COM ROTURA DO MANGUITO ROTADOR, RESSECÇÃO
DA EXTREMIDADE LATERAL DA CLAVÍCULA, ARTRODESE DO OMBRO, FIXAÇÃO MENISCA",,,,,HCO,HSO,REF,,,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS,,,,,HCO,HSO,REF,,,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA PARA RECONSTRUÇÃO, RETENCIONAMENTO OU REFORÇO DE LIGAMENTO",,,,,HCO,HSO,REF,,,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOS
LIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS",,,,,HCO,HSO,REF,,,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROSCOPIA PARA TRATAMENTO DE LUXAÇÃO RECIDIVANTE,,,,,HCO,HSO,REF,,,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INSTALAÇÃO DE HALO CRANIANO,,,,,HCO,HSO,REF,,,TRAÇÃO,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAÇÃO CUTÂNEA E OU TRANSESQUELETICA - QUALQUER LOCALIZAÇÃO,,,,,HCO,HSO,REF,,,TRAÇÃO,"SISTEMA MÚSCULO-ESQUELÉTICO E
ARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
