0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
PESQUISA DE EOSINÓFILOS EM MUCO NASAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TESTE DE FUNÇÃO PANCREÁTICA APÓS ESTIMULAÇÃO PELA SECRETINA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TESTE DO SUOR, COM DOSAGEM DE CLORETO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"2,5-HEXANODIONA, AVALIAÇÃO DA EXPOSIÇÃO AO HEXANO.",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ÁCIDO DELTA AMINOLEVULÍNICO (PARA CHUMBO INORGÂNICO) - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ÁCIDO DELTA AMINOLEVULÍNICO DESIDRATASE (PARA CHUMBO INORGÂNICO) - PESQUISA E/OU DOSAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ÁCIDO FENILGLIOXÍLICO, AVALIAÇÃO DA EXPOSIÇÃO AO ESTIRENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ÁCIDO HIPÚRICO, AVALIAÇÃO DA EXPOSIÇÃO AO TOLUENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ÁCIDO METILMALÔNICO, PESQUISA E/OU DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ÁCIDO MANDÉLICO, AVALIAÇÃO DA EXPOSIÇÃO AO ESTIRENO E AO ETILBENZENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ÁCIDO METIL-HIPÚRICO, AVALIAÇÃO DA EXPOSIÇÃO AO XILENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ÁCIDO SALICÍLICO (SALICILATOS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ÁCIDO TRICLOROACÉTICO, AVALIAÇÃO DA EXPOSIÇÃO AO TETRACLOROETILENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ARSÊNIO, CÁDMIO, COBALTO, CROMO, MANGANÊS, MERCÚRIO, NÍQUEL",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"CARBOXIHEMOGLOBINA, AVALIAÇÃO DA EXPOSIÇÃO AO MONÓXIDO DE CARBONO OU DICLOROMETANO.",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CHUMBO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"COLINESTERASE, AVALIAÇÃO DA EXPOSIÇÃO AOS INSETICIDAS ORGANOFOSFORADOS E CARBAMATOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ETANOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FENOL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TOXICOLOGIA / MONITORIZAÇÃO
TERAPÊUTICA",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
