0,1,2,3,4,5,6,7,8,9,10,11,12
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
FISTULECTOMIA ANORRETAL COM ABAIXAMENTO MUCOSO,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FISTULECTOMIA PERINEAL,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRÓIDAS - LIGADURA ELÁSTICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
HEMORRÓIDAS - TRATAMENTO ESCLEROSANTE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"HEMORROIDECTOMIA ABERTA OU FECHADA, COM OU SEM ESFINCTEROTOMIA",,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LACERAÇÃO ANORRETAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LESÃO ANAL - ELETROCAUTERIZAÇÃO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PAPILECTOMIA,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PÓLIPO RETAL - RESSECÇÃO,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROLAPSO RETAL - ESCLEROSE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROLAPSO RETAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PRURIDO ANAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTITUIÇÃO DE ESFINCTER ANAL POR PLÁSTICA MUSCULAR,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO TOTAL ANOPERINEAL,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE RETOCELE,,,,,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TROMBOSE HEMORROIDÁRIA - EXÉRESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,ÂNUS,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO HEPÁTICO - DRENAGEM CIRÚRGICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO HEPÁTICO - DRENAGEM CIRÚRGICA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANASTOMOSE BILIODIGESTIVA INTRA-HEPÁTICA,,,,,HCO,HSO,REF,,,FÍGADO E VIAS BILIARES,SISTEMA DIGESTIVO E ANEXOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
